Head,Neck,Left upper limb,Right upper limb,Left lower limb,Right lower limb,Cranium,Back,Fasciae,Arteries of heart,Cardiac veins,Pulmonary arteries,Pulmonary veins,Systemic arteries,Systemic veins,Neurocranium,Viscerocranium,Trunk,Thorax,Digestive canal,Bones of left foot,Bones of right foot,Bones of left hand,Bones of right hand,Cartilages,Regions of trunk,Digestive system,Spinal cord,Bursae,Tendon sheaths,Mandible,Maxilla,Axial skeleton,Appendicular skeleton,Spine
Cusp of tooth.i,Rectus anterior capitis muscle.r,Scapholunate interosseous ligament.l,Palmar metacarpal ligaments.r,Transverse tibiofibular ligament.l,Posterior talocalcaneal ligament.r,,Epaxial muscles.j,,,,,,Posterior division of internal iliac artery.r,Anterior jugular vein.l,,,Lamina of vertebral arch.j,Intra-articular ligament of head of rib.r,,,,,,,,Lower first premolar.r,,,,,,Costal cartilage of fourth rib.r,Distal phalanx of third finger of foot.l,Radiate ligament of head of rib.r
Distal surface of tooth.s,Rectus lateralis capitis muscle.r,Trapeziotrapezoidal interosseous ligament.l,Interosseous metacarpal ligaments.r,Interosseous membrane of leg.l,Talocalcaneal interosseous ligament.r,,Dorsal part of muscular system.g,,,,,,Posterior division of internal iliac artery.l,Anterior jugular vein.r,,,Pars interarticularis of vertebral arch.j,Intra-articular ligament of head of rib,,,,,,,,Lower second premolar.r,,,,,,Costal cartilage of fifth rib.r,Middle phalanx of second finger of foot.l,
Distal surface of tooth.i,Platysma.l,Capitohamate interosseous ligament.l,Articular capsules of metacarpophalangeal joints.r,Transverse part of iliofemoral ligament.l,Anterior talocalcaneal ligament.r,,Dorsal part of muscular system.j,,,,,,Deep artery of penis.l,Suprascapular vein.r,,,Pedicle of vertebral arch.j,Radiate ligament of head of rib.l,,,,,,,,Lower first molar tooth.r,,,,,,Costal cartilage of sixth rib.r,Middle phalanx of third finger of foot.l,
Handle of malleus.s,Scalenus medius muscle.l,Trapezoideocapitate interosseous ligament.l,Collateral metacarpophalangeal ligaments.r,Descending part of iliofemoral ligament.l,Calcaneonavicular ligament.r,,Erector spinae.j,,,,,,Dorsal artery of penis.r,External jugular vein.r,,,Uncinate process of first thoracic vertebra.j,Radiate ligament of head of rib.r,,,,,,,,Lower second molar tooth.r,,,,,,Costal cartilage of seventh rib.r,Middle phalanx of fourth finger of foot.l,
Handle of malleus.i,Scalenus posterior muscle.l,Lunotriquetral interosseous ligament.l,Deep transverse metacarpal ligament.r,Transverse acetabular ligament.l,Calcaneocuboid ligament.r,,Spinotransversales muscles.j,,,,,,Dorsal artery of penis.l,Suprascapular vein.l,,,Pelvic diaphragm.g,Costotransverse ligament.r,,,,,,,,Upper medial incisor.l,,,,,,Costal cartilage of eighth rib.r,Middle phalanx of fifth finger of foot.l,
Head of malleus.s,Scalenus anterior muscle.l,Pisohamate ligament.l,Articular capsules of proximal interphalangeal joints.r,Acetabular labrum.l,Plantar calcaneonavicular ligament.r,,Vertebra L1,,,,,,Inferior gluteal artery.r,External jugular vein.l,,,Pelvic diaphragm.j,Costotransverse ligament.l,,,,,,,,Upper lateral incisor.l,,,,,,Costal cartilage of tenth rib.r,Proximal phalanx of first finger of foot.l,
Head of malleus.i,Longus capitis muscle.l,Pisometacarpal ligament.l,Articular capsules of distal interphalangeal joints.r,Pubofemoral ligament.l,Talonavicular ligament.r,,Vertebra L2,,,,,,Inferior gluteal artery.l,Anterior division of retromandibular vein.l,,,Perineal muscles.g,Clavicular head of pectoralis major muscle.r,,,,,,,,Upper canine.l,,,,,,Costal cartilage of ninth rib.r,Proximal phalanx of second finger of foot.l,
Lateral process of malleus.s,Longus colli muscle.l,Dorsal carpometacarpal ligaments.l,Collateral interphalangeal ligaments of hand.r,Zona orbicularis.l,Plantar calcaneocuboid ligament.r,,Vertebra L4,,,,,,Anterior division of internal iliac artery.r,Dorsal digital veins of hand.r,,,Perineal muscles.j,Sternocostal head of pectoralis major muscle.r,,,,,,,,Lower medial incisor.l,,,,,,Axis (C2),Proximal phalanx of third finger of foot.l,
Lateral process of malleus.i,Rectus anterior capitis muscle.l,Palmar carpometacarpal ligaments.l,Palmar interphalangeal ligaments.r,Ischiofemoral ligament.l,Dorsal calcaneocuboid ligament.r,,Vertebra L5,,,,,,Anterior division of internal iliac artery.l,Dorsal digital veins of hand.l,,,Muscles of pelvis.g,Clavicular head of pectoralis major muscle.l,,,,,,,,Lower lateral incisor.l,,,,,,Sacrum,Proximal phalanx of fourth finger of foot.l,
Lenticular process of incus.s,Rectus lateralis capitis muscle.l,Dorsal metacarpal ligaments.l,Articular capsule of radiocarpal joint.r,Ligament of head of femur.l,Long plantar ligament.r,,Vertebra L3,,,,,,Internal iliac artery.r,Dorsal venous network of hand.r,,,Muscles of pelvis.j,Sternocostal head of pectoralis major muscle.l,,,,,,,,Lower canine.l,,,,,,Temporal bone.l,Proximal phalanx of fifth finger of foot.l,
Lenticular process of incus.i,Superficial investing cervical fascia.r,Palmar metacarpal ligaments.l,Radiocapitate ligament.r,Articular capsule of hip joint.l,Dorsal cuneonavicular ligaments.r,,Coccyx,,,,,,Internal iliac artery.l,Dorsal venous network of hand.l,,,Thoracolumbar fascia.j,Pectoralis minor muscle.r,,,,,,,,Upper first premolar.l,,,,,,Inferior nasal concha bone.l,Sesamoid bones of foot.l,
Lingual surface of tooth.s,Superficial investing cervical fascia.l,Interosseous metacarpal ligaments.l,Radioscaphocapitate ligament.r,Frenula capsulae.l,Plantar cuneonavicular ligaments.r,,Vertebra T2,,,,,,Inferior epigastric artery.r,Cephalic vein.r,,,Thoracolumbar fascia.g,External intercostal muscles.r,,,,,,,,Upper second premolar.l,,,,,,Lacrimal bone.l,Distal phalanx of first finger of hand.l,
Lingual surface of tooth.i,Obliquus inferior capitis muscle.r,Articular capsules of metacarpophalangeal joints.l,Ulnocapitate ligament.r,Anterior meniscotibial ligament (Medial meniscus).l,Cuneocuboid interosseous ligament.r,,Vertebra T3,,,,,,Inferior epigastric artery.l,Cephalic vein.l,,,Iliocostalis muscles.g,Internal intercostal muscles.r,,,,,,,,Upper first molar tooth.l,,,,,,Nasal bone.l,Distal phalanx of second finger of hand.l,
Long limb of incus.s,Obliquus superior capitis muscle.r,Collateral metacarpophalangeal ligaments.l,Ulnopisiform ligament,Posterior meniscotibial ligament (Medial meniscus).l,Dorsal cuneocuboid ligament.r,,Vertebra T4,,,,,,External iliac artery.r,Thoracodorsal vein.r,,,Iliocostalis muscles.j,Serratus anterior muscle.r,,,,,,,,Upper second molar tooth.l,,,,,,Vomer,Distal phalanx of third finger of hand.l,
Long limb of incus.i,Rectus posterior major capitis muscle.r,Deep transverse metacarpal ligament.l,Ulnotriquetral ligament.r,Medial meniscus.l,Plantar cuneocuboid ligament.r,,Vertebra T5,,,,,,External iliac artery.l,Circumflex scapular vein.r,,,Spinotransversales muscles.g,Innermost intercostal muscles.r,,,,,,,,Lower first premolar.l,,,,,,Maxilla.l,Distal phalanx of fourth finger of hand.l,
Maxillary dental arch.s,Rectus posterior minor capitis muscle.r,Articular capsules of proximal interphalangeal joints.l,Ulnolunate ligament.r,Anterior meniscotibial ligament (Lateral meniscus).l,Plantar cuboideonavicular ligament.r,,Vertebra T6,,,,,,Common iliac artery.r,Thoracodorsal vein.l,,,Longissimus muscles.g,Subclavius muscle.r,,,,,,,,Lower second premolar.l,,,,,,Palatine bone.l,Distal phalanx of fifth finger of hand.l,
Maxillary dental arch.i,Obliquus inferior capitis muscle.l,Articular capsules of distal interphalangeal joints.l,Dorsal radiocarpal ligament.r,Posterior meniscotibial ligament (Lateral meniscus).l,Dorsal cuboideonavicular ligament.r,,Vertebra T7,,,,,,Common iliac artery.l,Circumflex scapular vein.l,,,Spinalis muscles.g,Transversus thoracis muscle.r,,,,,,,,Lower first molar tooth.l,,,,,,Zygomatic bone.l,Middle phalanx of second finger of hand.l,
Mesial surface of tooth.s,Obliquus superior capitis muscle.l,Collateral interphalangeal ligaments of hand.l,Ulnar collateral ligament of wrist joint.r,Superficial part of tibial collateral ligament.l,Intercuneiform interosseous ligaments.r,,Vertebra T9,,,,,,Ascending aorta,Median cubital vein.r,,,Spinalis muscles.j,Pectoralis minor muscle.l,,,,,,,,Lower second molar tooth.l,,,,,,Malleus.l,Middle phalanx of third finger of hand.l,
Mesial surface of tooth.i,Rectus posterior major capitis muscle.l,Palmar interphalangeal ligaments.l,Radial collateral ligament of wrist joint.r,Deep part of tibial collateral ligament.l,Dorsal intercuneiform ligaments.r,,Vertebra T10,,,,,,Ascending pharyngeal artery.r,Median antebrachial vein.r,,,Erector spinae.g,External intercostal muscles.l,,,,,,,,,,,,,,Incus.l,Middle phalanx of fourth finger of hand.l,
Neck of malleus.s,Rectus posterior minor capitis muscle.l,Articular capsule of radiocarpal joint.l,Dorsal ulnocarpal ligament.r,Lateral meniscus.l,Plantar intercuneiform ligaments.r,,Vertebra T11,,,,,,Ascending pharyngeal artery.l,Median cubital vein.l,,,Splenius muscles.g,Internal intercostal muscles.l,,,,,,,,,,,,,,Stapes.l,Middle phalanx of fifth finger of hand.l,
Neck of malleus.i,Iliocostalis colli muscle.r,Radiocapitate ligament.l,Radiate carpal ligament.r,Articular capsule of knee joint.l,Dorsal tarsometatarsal ligaments.r,,Vertebra T12,,,,,,Superior labial artery.r,Median antebrachial vein.l,,,Splenius muscles.j,Serratus anterior muscle.l,,,,,,,,,,,,,,Upper medial incisor.l,Proximal phalanx of first finger of hand.l,
Neck of tooth.s,Iliocostalis colli muscle,Radioscaphocapitate ligament.l,Interosseous membrane of forearm.r,Meniscopatellar ligament.l,Plantar tarsometatarsal ligaments.r,,Vertebra T8,,,,,,Superior labial artery.l,Basilic vein.r,,,Multifidus muscles.g,Innermost intercostal muscles.l,,,,,,,,,,,,,,Upper lateral incisor.l,Proximal phalanx of second finger of hand.l,
Neck of tooth.i,Longissimus capitis muscle.r,Ulnocapitate ligament.l,Acromial part of deltoid muscle.r,Transverse ligament of knee.l,Cuneometatarsal interosseous ligaments.r,,Vertebra T1,,,,,,Facial artery.r,Basilic vein.l,,,Multifidus muscles.j,Subclavius muscle.l,,,,,,,,,,,,,,Upper canine.l,Proximal phalanx of third finger of hand.l,
Occlusal surface of tooth.s,Longissimus colli muscle.r,Ulnopisiform ligament.l,Clavicular part of deltoid muscle.r,Posterior cruciate ligament.l,Dorsal metatarsal ligaments.r,,Sacrum,,,,,,Angular artery.r,Superficial venous palmar arch.r,,,Semispinalis muscles.g,Transversus thoracis muscle.l,,,,,,,,,,,,,,Lower medial incisor.l,Proximal phalanx of fourth finger of hand.l,
Posterior limb of stapes.s,Longissimus capitis muscle.l,Ulnotriquetral ligament.l,Scapular spinal part of deltoid muscle.r,Anterior cruciate ligament.l,Plantar metatarsal ligaments.r,,Atlas (C1),,,,,,Inferior labial artery.r,Palmar digital veins.r,,,Semispinalis muscles.j,Pectoral fascia.r,,,,,,,,,,,,,,Lower lateral incisor.l,Proximal phalanx of fifth finger of hand.l,
Posterior limb of stapes.i,Longissimus colli muscle.l,Ulnolunate ligament.l,Subscapularis muscle.r,Fibular collateral ligament.l,Metatarsal interosseous ligaments.r,,Vertebra C6,,,,,,Submental artery.r,Superficial venous palmar arch.l,,,Rotatores.g,Pectoral fascia.l,,,,,,,,,,,,,,Lower canine.l,First metacarpal bone.l,
Root of tooth.s,Spinalis capitis muscle.r,Dorsal radiocarpal ligament.l,Supraspinatus muscle.r,Oblique popliteal ligament.l,Intersesamoid ligament.r,,Vertebra C3,,,,,,Facial artery.l,Palmar digital veins.l,,,Rotatores.j,Diaphragm,,,,,,,,,,,,,,Upper first premolar.l,Second metacarpal bone.l,
Root of tooth.i,Spinalis colli muscle.r,Ulnar collateral ligament of wrist joint.l,Teres minor muscle.r,Infrapatellar fat pad.l,Collateral metatarsophalangeal ligaments.r,,Vertebra C5,,,,,,Angular artery.l,Ulnar veins.r,,,Transversospinal muscles.g,Clavipectoral fascia.r,,,,,,,,,,,,,,Upper second premolar.l,Third metacarpal bone.l,
Stapes.s,Spinalis capitis muscle.l,Radial collateral ligament of wrist joint.l,Infraspinatus muscle.r,Arcuate popliteal ligament.l,Plantar metatarsophalangeal ligaments.r,,Vertebra C7,,,,,,Inferior labial artery.l,Ulnar veins.l,,,Transversospinal muscles.j,Clavipectoral fascia.l,,,,,,,,,,,,,,Upper first molar tooth.l,Fourth metacarpal bone.l,
Stapes.i,Spinalis colli muscle.l,Dorsal ulnocarpal ligament.l,Teres major muscle.r,Popliteofibular ligament.l,Deep transverse metatarsal ligament.r,,Vertebra C4,,,,,,Submental artery.l,Deep venous palmar arch.r,,,Interspinales muscles.g,Diaphragmatic fascia,,,,,,,,,,,,,,Upper second molar tooth.l,Fifth metacarpal bone.l,
Vestibular surface of tooth.s,Splenius capitis muscle.r,Radiate carpal ligament.l,Long head of biceps brachii.r,Anterior ligament of fibular head.l,Articular capsules of metatarsophalangeal joints.r,,Axis (C2),,,,,,Occipital artery.r,Deep venous palmar arch.l,,,Interspinales muscles.j,Inferior leaflet of right atrioventricular valve,,,,,,,,,,,,,,Lower first premolar.l,Capitate bone.l,
Vestibular surface of tooth.i,Splenius colli muscle.r,Interosseous membrane of forearm.l,Short head of biceps brachii.r,Posterior ligament of fibular head.l,Articular capsules of distal interphalangeal joints of foot.r,,Intertransverse ligaments.r,,,,,,Occipital artery.l,Radial veins.r,,,Trapezius muscle.g,Septal leaflet of right atrioventricular valve,,,,,,,,,,,,,,Lower second premolar.l,Hamate bone.l,
Petrous part of temporal bone.s,Splenius capitis muscle.l,Acromial part of deltoid muscle.l,Brachialis muscle.r,Articular capsule of superior tibiofibular joint.l,Articular capsule of interphalangeal joint of great toe.r,,Obliquus inferior capitis muscle.r,,,,,,Superficial temporal artery.r,Radial veins.l,,,Trapezius muscle.j,Posterior leaflet of left atrioventricular valve,,,,,,,,,,,,,,Lower first molar tooth.l,Lunate bone.l,
Petrous part of temporal bone.i,Splenius colli muscle.l,Clavicular part of deltoid muscle.l,Coracobrachialis muscle.r,Tibiocalcaneal ligament.l,Articular capsules of proximal interphalangeal joints of foot.r,,Obliquus superior capitis muscle.r,,,,,,Frontal branch of superficial temporal artery.r,Brachial veins.r,,,Hypaxial muscles of back.g,Left coronary leaflet,,,,,,,,,,,,,,Lower second molar tooth.l,Pisiform bone.l,
Tympanic part of temporal bone.s,Multifidus colli muscle.r,Scapular spinal part of deltoid muscle.l,Medial head of triceps brachii.r,Posterior tibiotalar ligament.l,Collateral interphalangeal ligaments of foot.r,,Rectus posterior major capitis muscle.r,,,,,,Superficial temporal artery.l,Brachial veins.l,,,Hypaxial muscles of back.j,Non-coronary leaflet,,,,,,,,,,,,,,Major alar cartilage.l,Scaphoid bone.l,
Tympanic part of temporal bone.i,Multifidus colli muscle.l,Subscapularis muscle.l,Lateral head of triceps brachii.r,Tibionavicular ligament.l,Plantar interphalangeal ligaments.r,,Rectus posterior minor capitis muscle.r,,,,,,Transverse facial artery.l,Anterior circumflex humeral vein.r,,,Intertransversarii muscles.g,Right coronary leaflet,,,,,,,,,,,,,,Lateral process of nasal septal cartilage.l,Trapezium bone.l,
Squamous part of temporal bone.s,Semispinalis colli muscle.r,Supraspinatus muscle.l,Long head of triceps brachii.r,Posterior talofibular ligament.l,Piriformis fascia.r,,Longissimus capitis muscle.r,,,,,,Frontal branch of superficial temporal artery.l,Posterior circumflex humeral vein.r,,,Intertransversarii muscles.j,Anterior semilunar leaflet of pulmonary valve,,,,,,,,,,,,,,Arytenoid cartilage.l,Trapezoid bone.l,
Squamous part of temporal bone.i,Semispinalis colli muscle.l,Teres minor muscle.l,Superficial head of pronator teres.r,Calcaneofibular ligament.l,Iliacus muscle.r,,Spinalis capitis muscle.r,,,,,,Mental branch of inferior alveolar artery.l,Lateral thoracic vein.r,,,Epaxial muscles.g,Left semilunar leaflet of pulmonary valve,,,,,,,,,,,,,,Corniculate cartilage.l,Triquetrum bone.l,
Occipital margin of temporal bone.s,Rotatores.l,Infraspinatus muscle.l,Deep head of pronator teres.r,Anterior talofibular ligament.l,Psoas major.r,,Multifidus colli muscle.r,,,,,,Inferior alveolar artery.r,Axillary vein.r,,,Epaxial muscles.j,Right semilunar leaflet of pulmonary valve,,,,,,,,,,,,,,Fifth rib.l,Scapula.l,
Occipital margin of temporal bone.i,Rotatores.r,Long head of biceps brachii.l,Humeral head of flexor carpi ulnaris.r,Lateral talocalcaneal ligament.l,Gluteus medius muscle.r,,Interspinales colli muscles.r,,,,,,Mylohyoid branch of inferior alveolar artery.r,Anterior circumflex humeral vein.l,,,Dorsal part of muscular system.g,Right atrium,,,,,,,,,,,,,,First rib.l,Radius.l,
Mastoid process.s,Interspinales colli muscles.r,Short head of biceps brachii.l,Ulnar head of flexor carpi ulnaris.r,Medial talocalcaneal ligament.l,Gluteus maximus muscle.r,,Levator scapulae.r,,,,,,Mental branch of inferior alveolar artery.r,Posterior circumflex humeral vein.l,,,Dorsal part of muscular system.j,Inferior papillary muscle of right ventricle,,,,,,,,,,,,,,Fourth rib.l,Ulna.l,
Mastoid process.i,Interspinales colli muscles.l,Brachialis muscle.l,Humero-ulnar head of flexor digitorum superficialis.r,Posterior talocalcaneal ligament.l,Gluteus minimus muscle.r,,Spinalis colli muscle.r,,,,,,Inferior alveolar artery.l,Lateral thoracic vein.l,,,Pectoralis major muscle.g,Anterior papillary muscle of right ventricle,,,,,,,,,,,,,,Second rib.l,Femur.l,
Mastoid notch.s,Ascending part of trapezius muscle.r,Coracobrachialis muscle.l,Flexor carpi radialis.r,Talocalcaneal interosseous ligament.l,Tensor fasciae latae.r,,Splenius capitis muscle.r,,,,,,Mylohyoid branch of inferior alveolar artery.l,Axillary vein.l,,,Pectoralis major muscle.j,Septal papillary muscle of right ventricle,,,,,,,,,,,,,,Seventh rib.l,Hip bone.l,
Mastoid notch.i,Ascending part of trapezius muscle.l,Medial head of triceps brachii.l,Palmaris longus muscle.r,Anterior talocalcaneal ligament.l,Piriformis muscle.r,,Ascending part of trapezius muscle.r,,,,,,Middle meningeal artery.r,Left subclavian vein,,,Levatores costarum.g,Right ventricle,,,,,,,,,,,,,,Sixth rib.l,Tibia.l,
Apex of petrous part.s,Levator scapulae.r,Lateral head of triceps brachii.l,Radial head of flexor digitorum superficialis.r,Calcaneonavicular ligament.l,Quadratus femoris muscle.r,,Iliocostalis colli muscle.r,,,,,,Accessory branch of middle meningeal artery.r,Right subclavian vein,,,Levatores costarum.j,Left atrium,,,,,,,,,,,,,,Third rib.l,Fibula.l,
Apex of petrous part.i,Levator scapulae.l,Long head of triceps brachii.l,Flexor digitorum profundus.r,Calcaneocuboid ligament.l,Inferior gemellus muscle.r,,Longissimus colli muscle.r,,,,,,Middle meningeal artery.l,Hepatic veins,,,Muscles of thorax.g,Inferior papillary muscle of left ventricle,,,,,,,,,,,,,,Eleventh rib.l,,
Anterior surface of petrous part.s,Right common carotid artery,Superficial head of pronator teres.l,Flexor pollicis longus.r,Plantar calcaneonavicular ligament.l,Obturator internus.r,,Semispinalis colli muscle.r,,,,,,Accessory branch of middle meningeal artery.l,Intrarenal veins of right kidney,,,Muscles of thorax.j,Left ventricle,,,,,,,,,,,,,,Twelfth rib.l,,
Anterior surface of petrous part.i,Left common carotid artery,Deep head of pronator teres.l,Pronator quadratus.r,Talonavicular ligament.l,Superior gemellus muscle.r,,Interspinales colli muscles.l,,,,,,Posterior deep temporal artery.r,Right renal vein,,,Fasciae of thorax.g,Bifurcation of pulmonary trunk,,,,,,,,,,,,,,Ninth rib.l,,
Arcuate eminence.s,External carotid artery.r,Humeral head of flexor carpi ulnaris.l,Extensor digitorum.r,Plantar calcaneocuboid ligament.l,Lateral patellar retinaculum.r,,Iliocostalis lumborum muscle.r,,,,,,Posterior deep temporal artery.l,Intrarenal veins of left kidney,,,Fasciae of thorax.j,Pulmonary trunk,,,,,,,,,,,,,,Tenth rib.l,,
Arcuate eminence.i,External carotid artery.l,Ulnar head of flexor carpi ulnaris.l,Ulnar head of extensor carpi ulnaris.r,Dorsal calcaneocuboid ligament.l,Medial patellar retinaculum.r,,Iliocostalis thoracis muscle.r,,,,,,Posterior superior alveolar artery.r,Left renal vein,,,Diaphragm,Superior lobar artery of right lung,,,,,,,,,,,,,,Costal cartilage of first rib.l,,
Tegmen tympani.s,Internal carotid artery.r,Humero-ulnar head of flexor digitorum superficialis.l,Humeral head of extensor carpi ulnaris.r,Long plantar ligament.l,Rectus femoris muscle.r,,Longissimus thoracis muscle.r,,,,,,Posterior superior alveolar artery.l,Right testicular vein,,,Thoracic part of muscular system.g,Apical segmental artery of right lung,,,,,,,,,,,,,,Costal cartilage of second rib.l,,
Tegmen tympani.i,Internal carotid artery.l,Flexor carpi radialis.l,Brachioradialis muscle.r,Dorsal cuneonavicular ligaments.l,Vastus lateralis muscle.r,,Spinalis thoracis muscle.r,,,,,,Artery of pterygoid canal.r,Lateral sacral veins.r,,,Thoracic part of muscular system.j,Anterior segmental artery of right lung,,,,,,,,,,,,,,Costal cartilage of third rib.l,,
Posterior surface of petrous part.s,Vertebral artery.r,Palmaris longus muscle.l,Extensor carpi radialis longus.r,Plantar cuneonavicular ligaments.l,Vastus medialis muscle.r,,Multifidus thoracis muscle.r,,,,,,Artery of pterygoid canal.l,Lateral sacral veins.l,,,Linea alba,Posterior segmental artery of right lung,,,,,,,,,,,,,,Costal cartilage of fourth rib.l,,
Posterior surface of petrous part.i,Vertebral artery.l,Radial head of flexor digitorum superficialis.l,Extensor carpi radialis brevis.r,Cuneocuboid interosseous ligament.l,Vastus intermedius muscle.r,,Multifidus lumborum muscle.r,,,,,,Posterior lateral nasal branches of sphenopalatine artery..r,Internal pudendal vein.r,,,Muscles of abdomen.g,Middle lobar artery of right lung,,,,,,,,,,,,,,Costal cartilage of fifth rib.l,,
Styloid process of temporal bone.s,Inferior thyroid artery.r,Flexor digitorum profundus.l,Anconeus muscle.r,Dorsal cuneocuboid ligament.l,Sartorius muscle.r,,Semispinalis thoracis muscle.r,,,,,,Posterior lateral nasal branches of sphenopalatine artery..l,Internal pudendal vein.l,,,Muscles of abdomen.j,Posterior basal segmental artery of right lung,,,,,,,,,,,,,,Costal cartilage of sixth rib.l,,
Styloid process of temporal bone.i,Inferior thyroid artery.l,Flexor pollicis longus.l,Extensor digiti minimi.r,Plantar cuneocuboid ligament.l,Adductor magnus.r,,Interspinales thoracis muscles.r,,,,,,Maxillary artery.r,Deep dorsal vein of penis,,,Fasciae of abdomen.g,Inferior lobar artery of right lung,,,,,,,,,,,,,,Costal cartilage of seventh rib.l,,
Occlusal surface of tooth.i,Transverse cervical artery.r,Pronator quadratus.l,Supinator.r,Plantar cuboideonavicular ligament.l,Adductor longus.r,,Interspinales lumborum muscles.r,,,,,,Anterior deep temporal artery.r,Inferior gluteal veins.r,,,Fasciae of abdomen.j,Lateral basal segmental artery of right lung,,,,,,,,,,,,,,Costal cartilage of eighth rib.l,,
Stylomandibular ligament.r,Transverse cervical artery.l,Extensor digitorum.l,Abductor pollicis longus.r,Dorsal cuboideonavicular ligament.l,Pectineus muscle.r,,Descending part of trapezius muscle.r,,,,,,?x.r,Internal iliac vein.r,,,Abdominal part of muscular system.g,Anterior basal segmental artery of right lung,,,,,,,,,,,,,,Costal cartilage of tenth rib.l,,
Stylohyoid ligament.r,Deep cervical artery.r,Ulnar head of extensor carpi ulnaris.l,Extensor indicis.r,Intercuneiform interosseous ligaments.l,Adductor brevis.r,,Transverse part of trapezius muscle.r,,,,,,Maxillary artery.l,Superior gluteal veins.r,,,Abdominal part of muscular system.j,Medial basal segmental artery of right lung,,,,,,,,,,,,,,Costal cartilage of ninth rib.l,,
Pterygospinous ligament.r,Deep cervical artery.l,Humeral head of extensor carpi ulnaris.l,Extensor pollicis brevis.r,Dorsal intercuneiform ligaments.l,(Adductor minimus).r,,Dorsal parts of lateral intertransversarii lumborum muscles.r,,,,,,Anterior deep temporal artery.l,Inferior gluteal veins.l,,,Levator ani.g,Medial segmental artery of right lung,,,,,,,,,,,,,,Eighth rib.l,,
Sphenomandibular ligament.r,Vertebral vein.r,Brachioradialis muscle.l,Extensor pollicis longus.r,Plantar intercuneiform ligaments.l,Gracilis muscle.r,,Ventral parts of lateral intertransversarii lumborum muscles.r,,,,,,?x.l,Internal iliac vein.l,,,Levator ani.j,Lateral segmental artery of right lung,,,,,,,,,,,,,,,,
Stylomandibular ligament.l,Vertebral vein.l,Extensor carpi radialis longus.l,Superficial head of flexor pollicis brevis.r,Dorsal tarsometatarsal ligaments.l,Obturator externus.r,,Rhomboid major muscle.r,,,,,,External carotid artery.r,Superior gluteal veins.l,,,Pelvic part of muscular system.g,Superior segmental artery of right lung,,,,,,,,,,,,,,,,
Stylohyoid ligament.l,Posterior division of retromandibular vein.r,Extensor carpi radialis brevis.l,Deep head of flexor pollicis brevis.r,Plantar tarsometatarsal ligaments.l,Long head of biceps femoris.r,,Rhomboid minor muscle.r,,,,,,External carotid artery.l,Inferior epigastric vein.r,,,Erector spinae.j,Superior lingular artery of left lung,,,,,,,,,,,,,,,,
Pterygospinous ligament.l,Facial vein.r,Anconeus muscle.l,Oblique head of adductor pollicis.r,Cuneometatarsal interosseous ligaments.l,Short head of biceps femoris.r,,Latissimus dorsi muscle.r,,,,,,Central retinal artery.r,Inferior epigastric vein.l,,,Spinotransversales muscles.j,Inferior lingular artery of left lung,,,,,,,,,,,,,,,,
Sphenomandibular ligament.l,Superior thyroid vein.r,Extensor digiti minimi.l,Transverse head of adductor pollicis.r,Dorsal metatarsal ligaments.l,Semimembranosus muscle.r,,Serratus posterior inferior muscle.r,,,,,,Central retinal artery.l,External iliac vein.r,,,Endo-abdominal fascia.g,Apical segmental artery of left lung,,,,,,,,,,,,,,,,
Articular capsule of temporomandibular joint.r,Posterior division of retromandibular vein.l,Supinator.l,Abductor pollicis brevis.r,Plantar metatarsal ligaments.l,Semitendinosus muscle.r,,Serratus posterior superior muscle.r,,,,,,Short posterior ciliary arteries.r,External iliac vein.l,,,Endo-abdominal fascia.j,Posterior segmental artery of left lung,,,,,,,,,,,,,,,,
Lateral temporomandibular ligament.l,Facial vein.l,Abductor pollicis longus.l,Opponens pollicis muscle.r,Metatarsal interosseous ligaments.l,Extensor digitorum longus.r,,Quadratus lumborum muscle.r,,,,,,Short posterior ciliary arteries.l,Common iliac vein.l,,,Diaphragmatic fascia,Anterior segmental artery of left lung,,,,,,,,,,,,,,,,
Articular disc of temporomandibular joint.r,Superior thyroid vein.l,Extensor indicis.l,Abductor digiti minimi of hand.r,Intersesamoid ligament.l,Tendon of extensor digitorum longus.r,,Posterior layer of thoracolumbar fascia.r,,,,,,Long posterior ciliary arteries.r,Common iliac vein.r,,,Thoracic vertebrae.g,Superior segmental artery of left lung,,,,,,,,,,,,,,,,
Articular capsule of temporomandibular joint.l,Internal jugular vein.r,Extensor pollicis brevis.l,Flexor digiti minimi of hand.r,Collateral metatarsophalangeal ligaments.l,Tibialis anterior muscle.r,,Middle layer of thoracolumbar fascia.r,,,,,,Long posterior ciliary arteries.l,Iliolumbar vein.r,,,Thoracic vertebrae.j,Lateral basal segmental artery of left lung,,,,,,,,,,,,,,,,
Lateral temporomandibular ligament.r,Internal jugular vein.l,Extensor pollicis longus.l,Opponens digiti minimi muscle of hand.r,Plantar metatarsophalangeal ligaments.l,Fibularis tertius muscle.r,,Anterior layer of thoracolumbar fascia.r,,,,,,Anterior ethmoidal artery.r,Iliolumbar vein.l,,,Vertebra L1,Posterior basal segmental artery of left lung,,,,,,,,,,,,,,,,
