Head,Neck,Left upper limb,Right upper limb,Left lower limb,Right lower limb,Cranium,Back,Fasciae,Arteries of heart,Cardiac veins,Pulmonary arteries,Pulmonary veins,Systemic arteries,Systemic veins,Neurocranium,Viscerocranium,Trunk,Thorax,Digestive canal,Bones of left foot,Bones of right foot,Bones of left hand,Bones of right hand,Cartilages,Regions of trunk,Digestive system,Spinal cord,Bursae,Tendon sheaths,Mandible,Maxilla,Axial skeleton,Appendicular skeleton,Spine
Paracentral sulcus.l,,,,,,,,,,,,,,,,,Anterior sternoclavicular ligament.r,,,,,,,,,,,,,,,,,
Orbital sulci (H-shaped orbital sulci*).l,,,,,,,,,,,,,,,,,Costoclavicular ligament.r,,,,,,,,,,,,,,,,,
Orbital sulci (Lateral Orbital sulcus*).l,,,,,,,,,,,,,,,,,Interclavicular ligament.r,,,,,,,,,,,,,,,,,
Olfactory sulcus.l,,,,,,,,,,,,,,,,,Posterior sternoclavicular ligament.r,,,,,,,,,,,,,,,,,
Precentral sulcus (inferior part)*.l,,,,,,,,,,,,,,,,,Iliolumbar ligament.r,,,,,,,,,,,,,,,,,
Precentral sulcus (Superior part)*.l,,,,,,,,,,,,,,,,,Anterior sacro-iliac ligament.r,,,,,,,,,,,,,,,,,
Angular gyrus.l,,,,,,,,,,,,,,,,,Posterior sacro-iliac ligament.r,,,,,,,,,,,,,,,,,
Supramarginal gyrus.l,,,,,,,,,,,,,,,,,Interosseous sacro-iliac ligament.r,,,,,,,,,,,,,,,,,
Postcentral gyrus.l,,,,,,,,,,,,,,,,,Intertransverse ligaments.r,,,,,,,,,,,,,,,,,
Postcentral sulcus.l,,,,,,,,,,,,,,,,,External intercostal membrane.r,,,,,,,,,,,,,,,,,
Precuneus.l,,,,,,,,,,,,,,,,,Internal intercostal membrane.r,,,,,,,,,,,,,,,,,
Superior parietal lobule.l,,,,,,,,,,,,,,,,,Radiate ligament of head of rib.r,,,,,,,,,,,,,,,,,
Intraparietal sulcus.l,,,,,,,,,,,,,,,,,Costotransverse ligament.r,,,,,,,,,,,,,,,,,
Inferior occipital gyrus and sulcus*.l,,,,,,,,,,,,,,,,,Intercornual ligament.r,,,,,,,,,,,,,,,,,
Lingual gyrus.l,,,,,,,,,,,,,,,,,Glossopharyngeal nerve (IX).r,,,,,,,,,,,,,,,,,
Lateral occipital gyrus (Middle occipital gyrus*).l,,,,,,,,,,,,,,,,,Accessory nerve (XI).r,,,,,,,,,,,,,,,,,
Calcarine sulcus.l,,,,,,,,,,,,,,,,,Dorsal scapular nerve.r,,,,,,,,,,,,,,,,,
Cuneus.l,,,,,,,,,,,,,,,,,Long thoracic nerve.r,,,,,,,,,,,,,,,,,
Superior occipital gyri.l,,,,,,,,,,,,,,,,,Suprascapular nerve.r,,,,,,,,,,,,,,,,,
Lunate sulcus.l,,,,,,,,,,,,,,,,,Subclavian nerve.r,,,,,,,,,,,,,,,,,
Transverse occipital sulcus.l,,,,,,,,,,,,,,,,,Lateral pectoral nerve.r,,,,,,,,,,,,,,,,,
Transverse temporal gyri.l,,,,,,,,,,,,,,,,,Femoral nerve.r,,,,,,,,,,,,,,,,,
Temporal plane.l,,,,,,,,,,,,,,,,,Lateral femoral cutaneous nerve.r,,,,,,,,,,,,,,,,,
Superior temporal gyrus (Lateral part).l,,,,,,,,,,,,,,,,,Obturator nerve.r,,,,,,,,,,,,,,,,,
Lateral occipitotemporal gyrus.l,,,,,,,,,,,,,,,,,Genitofemoral nerve.r,,,,,,,,,,,,,,,,,
Medial occipitotemporal gyrus (Parahippocampal*).l,,,,,,,,,,,,,,,,,Roots of brachial plexus.r,,,,,,,,,,,,,,,,,
Inferior temporal sulcus.l,,,,,,,,,,,,,,,,,Superior trunk of brachial plexus.r,,,,,,,,,,,,,,,,,
Inferior temporal gyrus.l,,,,,,,,,,,,,,,,,Middle trunk of brachial plexus.r,,,,,,,,,,,,,,,,,
Middle temporal gyrus.l,,,,,,,,,,,,,,,,,Inferior trunk of brachial plexus.r,,,,,,,,,,,,,,,,,
Superior temporal sulcus.l,,,,,,,,,,,,,,,,,Sympathetic nerves.r,,,,,,,,,,,,,,,,,
Occipitotemporal sulcus (Lateral part*).l,,,,,,,,,,,,,,,,,Iliohypogastric nerve.r,,,,,,,,,,,,,,,,,
Insula (Subcentral gyrus and ant. and post. sulci*).l,,,,,,,,,,,,,,,,,Ilio-inguinal nerve.r,,,,,,,,,,,,,,,,,
Cingulate gyrus and sulcus (Middle anterior part).l,,,,,,,,,,,,,,,,,Intercostal nerves.r,,,,,,,,,,,,,,,,,
Cingulate gyrus and sulcus (Middle posterior part).l,,,,,,,,,,,,,,,,,Infraclavicular fossa.r,,,,,,,,,,,,,,,,,
Cingulate gyrus and sulcus (Posterior dorsal part).l,,,,,,,,,,,,,,,,,Submandibular triangle.r,,,,,,,,,,,,,,,,,
Cingulate gyrus (Posteroventral part*).l,,,,,,,,,,,,,,,,,Submental triangle.r,,,,,,,,,,,,,,,,,
Hippocampus.r,,,,,,,,,,,,,,,,,Carotid triangle.r,,,,,,,,,,,,,,,,,
Hippocampus.l,,,,,,,,,,,,,,,,,Muscular triangle.r,,,,,,,,,,,,,,,,,
Amygdaloid body.r,,,,,,,,,,,,,,,,,Sternocleidomastoid region.r,,,,,,,,,,,,,,,,,
Amygdaloid body.l,,,,,,,,,,,,,,,,,Lesser supraclavicular fossa.r,,,,,,,,,,,,,,,,,
Septal nuclei,,,,,,,,,,,,,,,,,Lateral region of neck.r,,,,,,,,,,,,,,,,,
Caudate nucleus.r,,,,,,,,,,,,,,,,,Greater supraclavicular fossa.r,,,,,,,,,,,,,,,,,
Caudate nucleus.l,,,,,,,,,,,,,,,,,Posterior region of neck.r,,,,,,,,,,,,,,,,,
Putamen.r,,,,,,,,,,,,,,,,,Inframammary region.r,,,,,,,,,,,,,,,,,
Putamen.l,,,,,,,,,,,,,,,,,Mammary region.r,,,,,,,,,,,,,,,,,
Globus pallidus.r,,,,,,,,,,,,,,,,,Pectoral region.r,,,,,,,,,,,,,,,,,
Globus pallidus.l,,,,,,,,,,,,,,,,,Presternal region.r,,,,,,,,,,,,,,,,,
Lentiform nucleus.r,,,,,,,,,,,,,,,,,Deltopectoral triangle.r,,,,,,,,,,,,,,,,,
Lentiform nucleus.l,,,,,,,,,,,,,,,,,Lateral region of thorax.r,,,,,,,,,,,,,,,,,
Corpus callosum,,,,,,,,,,,,,,,,,Epigastric region.r,,,,,,,,,,,,,,,,,
Anterior commissure,,,,,,,,,,,,,,,,,Umbilical region.r,,,,,,,,,,,,,,,,,
Hippocampal commissure,,,,,,,,,,,,,,,,,Umbilicus.r,,,,,,,,,,,,,,,,,
Fornix.r,,,,,,,,,,,,,,,,,Hypochondriac region.r,,,,,,,,,,,,,,,,,
Fornix.l,,,,,,,,,,,,,,,,,Hypogastric region.r,,,,,,,,,,,,,,,,,
Stria terminalis.r,,,,,,,,,,,,,,,,,Inguinal region.r,,,,,,,,,,,,,,,,,
Stria terminalis.l,,,,,,,,,,,,,,,,,Lateral region of abdomen.r,,,,,,,,,,,,,,,,,
White matter of telencephalon.l,,,,,,,,,,,,,,,,,Lumbar region.r,,,,,,,,,,,,,,,,,
Lateral ventricle.r,,,,,,,,,,,,,,,,,Sacral region.r,,,,,,,,,,,,,,,,,
Lateral ventricle.l,,,,,,,,,,,,,,,,,Infrascapular region.r,,,,,,,,,,,,,,,,,
Septum pellucidum,,,,,,,,,,,,,,,,,Interscapular region.r,,,,,,,,,,,,,,,,,
Lat_Fis-ant-Horizont.l,,,,,,,,,,,,,,,,,Scapular region.r,,,,,,,,,,,,,,,,,
Lat_Fis-post.l,,,,,,,,,,,,,,,,,Triangle of auscultation.r,,,,,,,,,,,,,,,,,
Posterior transverse collateral sulcus.l,,,,,,,,,,,,,,,,,Vertebral region.r,,,,,,,,,,,,,,,,,
Sulcus interm_prim-Jensen.l,,,,,,,,,,,,,,,,,Lateral thyrohyoid ligament.r,,,,,,,,,,,,,,,,,
Habenula,,,,,,,,,,,,,,,,,Quadrangular membrane.r,,,,,,,,,,,,,,,,,
Optic tract.r,,,,,,,,,,,,,,,,,Median cricothyroid ligament,,,,,,,,,,,,,,,,,
Optic tract.l,,,,,,,,,,,,,,,,,Cricopharyngeal ligament.r,,,,,,,,,,,,,,,,,
Thalamus.r,,,,,,,,,,,,,,,,,Sympathetic trunk.r,,,,,,,,,,,,,,,,,
Thalamus.l,,,,,,,,,,,,,,,,,Thorax.t,,,,,,,,,,,,,,,,,
Hypothalamus,,,,,,,,,,,,,,,,,Thorax.j,,,,,,,,,,,,,,,,,
Stria medullaris thalami.r,,,,,,,,,,,,,,,,,Vagus nerve (X).r,,,,,,,,,,,,,,,,,
Stria medullaris thalami.l,,,,,,,,,,,,,,,,,Psoas major.r,,,,,,,,,,,,,,,,,
Posterior commissure,,,,,,,,,,,,,,,,,Subscapularis muscle.r,,,,,,,,,,,,,,,,,
Third ventricle,,,,,,,,,,,,,,,,,Supraspinatus muscle.r,,,,,,,,,,,,,,,,,
Lateral geniculate body.r,,,,,,,,,,,,,,,,,Infraspinatus muscle.r,,,,,,,,,,,,,,,,,
Medial geniculate body.r,,,,,,,,,,,,,,,,,Teres major muscle.r,,,,,,,,,,,,,,,,,
Mamillary body.l,,,,,,,,,,,,,,,,,Superficial epigastric artery.r,,,,,,,,,,,,,,,,,
Mamillary body.r,,,,,,,,,,,,,,,,,Superficial epigastric vein.r,,,,,,,,,,,,,,,,,
Optic chiasm.r,,,,,,,,,,,,,,,,,Superior thyroid vein.r,,,,,,,,,,,,,,,,,
Lateral geniculate body.l,,,,,,,,,,,,,,,,,Internal jugular vein.r,,,,,,,,,,,,,,,,,
Medial geniculate body.l,,,,,,,,,,,,,,,,,Apical segmental artery of right lung,,,,,,,,,,,,,,,,,
Optic chiasm.l,,,,,,,,,,,,,,,,,Anterior segmental artery of right lung,,,,,,,,,,,,,,,,,
Base of peduncle.r,,,,,,,,,,,,,,,,,Posterior basal segmental artery of right lung,,,,,,,,,,,,,,,,,
Base of peduncle.l,,,,,,,,,,,,,,,,,Anterior basal segmental artery of right lung,,,,,,,,,,,,,,,,,
Nucleus of oculomotor nerve.l,,,,,,,,,,,,,,,,,Medial basal segmental artery of right lung,,,,,,,,,,,,,,,,,
Nucleus of oculomotor nerve.r,,,,,,,,,,,,,,,,,Medial segmental artery of right lung,,,,,,,,,,,,,,,,,
Accessory nucleus of oculomotor nerve.r,,,,,,,,,,,,,,,,,Lateral segmental artery of right lung,,,,,,,,,,,,,,,,,
Accessory nucleus of oculomotor nerve.l,,,,,,,,,,,,,,,,,Superior segmental artery of right lung,,,,,,,,,,,,,,,,,
Red nucleus.l,,,,,,,,,,,,,,,,,Posterior vein of right lung,,,,,,,,,,,,,,,,,
Red nucleus.r,,,,,,,,,,,,,,,,,Inferior basal vein of right lung,,,,,,,,,,,,,,,,,
Aqueduct of midbrain,,,,,,,,,,,,,,,,,Superior basal vein of right lung,,,,,,,,,,,,,,,,,
Superior colliculus.r,,,,,,,,,,,,,,,,,Right common carotid artery,,,,,,,,,,,,,,,,,
Superior colliculus.l,,,,,,,,,,,,,,,,,Right subclavian artery,,,,,,,,,,,,,,,,,
Inferior colliculus.r,,,,,,,,,,,,,,,,,Posterior intercostal arteries.r,,,,,,,,,,,,,,,,,
Inferior colliculus.l,,,,,,,,,,,,,,,,,Superior phrenic arteries,,,,,,,,,,,,,,,,,
Midbrain.r,,,,,,,,,,,,,,,,,Lumbar arteries.r,,,,,,,,,,,,,,,,,
Interpeduncular fossa.l,,,,,,,,,,,,,,,,,Right testicular artery,,,,,,,,,,,,,,,,,
Interpeduncular fossa.r,,,,,,,,,,,,,,,,,Iliacus branch of iliolumbar artery.r,,,,,,,,,,,,,,,,,
Midbrain.l,,,,,,,,,,,,,,,,,Superior gluteal artery.r,,,,,,,,,,,,,,,,,
Vestibular nuclei.l,,,,,,,,,,,,,,,,,Dorsal artery of penis.r,,,,,,,,,,,,,,,,,
Vestibular nuclei.r,,,,,,,,,,,,,,,,,Inferior gluteal artery.r,,,,,,,,,,,,,,,,,
Nucleus of abducens nerve.l,,,,,,,,,,,,,,,,,External iliac artery.r,,,,,,,,,,,,,,,,,
Nucleus of abducens nerve.r,,,,,,,,,,,,,,,,,Inferior thyroid artery.r,,,,,,,,,,,,,,,,,
Motor nucleus of facial nerve.l,,,,,,,,,,,,,,,,,Suprascapular artery.r,,,,,,,,,,,,,,,,,
Motor nucleus of facial nerve.r,,,,,,,,,,,,,,,,,(Deep branch of transverse cervical artery).r,,,,,,,,,,,,,,,,,
Superior salivatory nucleus.l,,,,,,,,,,,,,,,,,Transverse cervical artery.r,,,,,,,,,,,,,,,,,
Superior salivatory nucleus.r,,,,,,,,,,,,,,,,,Lateral thoracic artery.r,,,,,,,,,,,,,,,,,
Pons.r,,,,,,,,,,,,,,,,,Thoracodorsal artery.r,,,,,,,,,,,,,,,,,
Pons.l,,,,,,,,,,,,,,,,,Axillary artery.r,,,,,,,,,,,,,,,,,
Fourth ventricle,,,,,,,,,,,,,,,,,Internal pudendal artery.r,,,,,,,,,,,,,,,,,
Anterior cochlear nucleus.l,,,,,,,,,,,,,,,,,Right superior phrenic vein,,,,,,,,,,,,,,,,,
Medulla oblongata.l,,,,,,,,,,,,,,,,,Right brachiocephalic vein,,,,,,,,,,,,,,,,,
Superior medulla oblongata.t,,,,,,,,,,,,,,,,,Right superior intercostal vein,,,,,,,,,,,,,,,,,
Inferior medulla oblongata.t,,,,,,,,,,,,,,,,,Right subclavian vein,,,,,,,,,,,,,,,,,
Pyramid of medulla oblongata.l,,,,,,,,,,,,,,,,,Right testicular vein,,,,,,,,,,,,,,,,,
Olive.r,,,,,,,,,,,,,,,,,Lateral sacral veins.r,,,,,,,,,,,,,,,,,
Olive.l,,,,,,,,,,,,,,,,,Internal pudendal vein.r,,,,,,,,,,,,,,,,,
Pyramid of medulla oblongata.r,,,,,,,,,,,,,,,,,Inferior gluteal veins.r,,,,,,,,,,,,,,,,,
Nucleus of accessory nerve.r,,,,,,,,,,,,,,,,,Superior gluteal veins.r,,,,,,,,,,,,,,,,,
Nucleus of accessory nerve.l,,,,,,,,,,,,,,,,,External iliac vein.r,,,,,,,,,,,,,,,,,
Central canal,,,,,,,,,,,,,,,,,Common iliac vein.r,,,,,,,,,,,,,,,,,
Olfactory nerve (I).r,,,,,,,,,,,,,,,,,Iliolumbar vein.r,,,,,,,,,,,,,,,,,
Olfactory nerve (I).l,,,,,,,,,,,,,,,,,Lumbar veins.r,,,,,,,,,,,,,,,,,
Optic nerve (II).r,,,,,,,,,,,,,,,,,Anterior jugular vein.r,,,,,,,,,,,,,,,,,
Optic nerve (II).l,,,,,,,,,,,,,,,,,Suprascapular vein.r,,,,,,,,,,,,,,,,,
Oculomotor nerve (III).r,,,,,,,,,,,,,,,,,Superior lobar artery of right lung,,,,,,,,,,,,,,,,,
Oculomotor nerve (III).l,,,,,,,,,,,,,,,,,Posterior segmental artery of right lung,,,,,,,,,,,,,,,,,
Sensory root of trigeminal nerve.r,,,,,,,,,,,,,,,,,Middle lobar artery of right lung,,,,,,,,,,,,,,,,,
Sensory root of trigeminal nerve.l,,,,,,,,,,,,,,,,,Inferior lobar artery of right lung,,,,,,,,,,,,,,,,,
Trigeminal nerve (V).r,,,,,,,,,,,,,,,,,Lateral basal segmental artery of right lung,,,,,,,,,,,,,,,,,
Inferior alveolar nerve.r,,,,,,,,,,,,,,,,,Apical vein of right lung,,,,,,,,,,,,,,,,,
Mental nerve.r,,,,,,,,,,,,,,,,,Anterior vein of right lung,,,,,,,,,,,,,,,,,
Nerve to mylohyoid muscle.r,,,,,,,,,,,,,,,,,Lateral vein of right lung,,,,,,,,,,,,,,,,,
Buccal nerve.r,,,,,,,,,,,,,,,,,Subscapular artery.r,,,,,,,,,,,,,,,,,
Posterior division of mandibular nerve.r,,,,,,,,,,,,,,,,,Circumflex scapular artery.r,,,,,,,,,,,,,,,,,
Anterior division of mandibular nerve.r,,,,,,,,,,,,,,,,,Iliolumbar artery.r,,,,,,,,,,,,,,,,,
Lingual nerve.r,,,,,,,,,,,,,,,,,Spinal branch of iliolumbar artery.r,,,,,,,,,,,,,,,,,
Maxillary nerve.r,,,,,,,,,,,,,,,,,Lumbar branch of iliolumbar artery.r,,,,,,,,,,,,,,,,,
Ophthalmic nerve.r,,,,,,,,,,,,,,,,,Subscapular vein.r,,,,,,,,,,,,,,,,,
Meningeal branch of maxillary nerve.r,,,,,,,,,,,,,,,,,Obturator artery.r,,,,,,,,,,,,,,,,,
Trigeminal nerve (V).l,,,,,,,,,,,,,,,,,Superficial investing cervical fascia.r,,,,,,,,,,,,,,,,,
Mental nerve.l,,,,,,,,,,,,,,,,,Sternocleidomastoid muscle.r,,,,,,,,,,,,,,,,,
Nerve to mylohyoid muscle.l,,,,,,,,,,,,,,,,,Intermediate tendon of digastric muscle.r,,,,,,,,,,,,,,,,,
Buccal nerve.l,,,,,,,,,,,,,,,,,Anterior belly of digastric muscle.r,,,,,,,,,,,,,,,,,
Posterior division of mandibular nerve.l,,,,,,,,,,,,,,,,,Posterior belly of digastric muscle.r,,,,,,,,,,,,,,,,,
Anterior division of mandibular nerve.l,,,,,,,,,,,,,,,,,Mylohyoid muscle.r,,,,,,,,,,,,,,,,,
Lingual nerve.l,,,,,,,,,,,,,,,,,Stylohyoid muscle.r,,,,,,,,,,,,,,,,,
Maxillary nerve.l,,,,,,,,,,,,,,,,,Geniohyoid muscle.r,,,,,,,,,,,,,,,,,
Ophthalmic nerve.l,,,,,,,,,,,,,,,,,Omohyoid muscle.r,,,,,,,,,,,,,,,,,
Meningeal branch of maxillary nerve.l,,,,,,,,,,,,,,,,,Sternohyoid muscle.r,,,,,,,,,,,,,,,,,
Inferior alveolar nerve.l,,,,,,,,,,,,,,,,,Sternothyroid muscle.r,,,,,,,,,,,,,,,,,
Motor root of trigeminal nerve.l,,,,,,,,,,,,,,,,,Thyrohyoid muscle.r,,,,,,,,,,,,,,,,,
Motor root of trigeminal nerve.r,,,,,,,,,,,,,,,,,Oblique part of cricothyroid muscle.r,,,,,,,,,,,,,,,,,
Chorda tympani.r,,,,,,,,,,,,,,,,,Straight part of cricothyroid muscle.r,,,,,,,,,,,,,,,,,
Chorda tympani.l,,,,,,,,,,,,,,,,,External part of thyro-arytenoid muscle.r,,,,,,,,,,,,,,,,,
Facial nerve (VII).r,,,,,,,,,,,,,,,,,External part of thyro-arytenoid muscle.l,,,,,,,,,,,,,,,,,
Facial nerve (VII).l,,,,,,,,,,,,,,,,,Ary-epiglottic part of oblique arytenoid muscle.r,,,,,,,,,,,,,,,,,
Vestibular nerve.l,,,,,,,,,,,,,,,,,Thyro-epiglottic part of thyro-arytenoid muscle.r,,,,,,,,,,,,,,,,,
Cochlear nerve,,,,,,,,,,,,,,,,,Transverse arytenoid muscle,,,,,,,,,,,,,,,,,
Vestibular nerve.r,,,,,,,,,,,,,,,,,Lateral crico-arytenoid muscle.r,,,,,,,,,,,,,,,,,
Cochlear nerve.l,,,,,,,,,,,,,,,,,Posterior crico-arytenoid muscle.r,,,,,,,,,,,,,,,,,
Vestibulocochlear nerve (VIII).l,,,,,,,,,,,,,,,,,Platysma.r,,,,,,,,,,,,,,,,,
Vestibulocochlear nerve (VIII).r,,,,,,,,,,,,,,,,,Scalenus medius muscle.r,,,,,,,,,,,,,,,,,
Glossopharyngeal nerve (IX).r,,,,,,,,,,,,,,,,,Scalenus posterior muscle.r,,,,,,,,,,,,,,,,,
Glossopharyngeal nerve (IX).l,,,,,,,,,,,,,,,,,Scalenus anterior muscle.r,,,,,,,,,,,,,,,,,
Vagus nerve (X).r,,,,,,,,,,,,,,,,,Longus capitis muscle.r,,,,,,,,,,,,,,,,,
Vagus nerve (X).l,,,,,,,,,,,,,,,,,Longus colli muscle.r,,,,,,,,,,,,,,,,,
Accessory nerve (XI).r,,,,,,,,,,,,,,,,,Rectus anterior capitis muscle.r,,,,,,,,,,,,,,,,,
Accessory nerve (XI).l,,,,,,,,,,,,,,,,,Rectus lateralis capitis muscle.r,,,,,,,,,,,,,,,,,
Hypoglossal nerve (XII).r,,,,,,,,,,,,,,,,,Obliquus inferior capitis muscle.r,,,,,,,,,,,,,,,,,
Hypoglossal nerve (XII).l,,,,,,,,,,,,,,,,,Obliquus superior capitis muscle.r,,,,,,,,,,,,,,,,,
Abducens nerve (VI).r,,,,,,,,,,,,,,,,,Rectus posterior major capitis muscle.r,,,,,,,,,,,,,,,,,
Trochlear nerve (IV).r,,,,,,,,,,,,,,,,,Rectus posterior minor capitis muscle.r,,,,,,,,,,,,,,,,,
Abducens nerve (VI).l,,,,,,,,,,,,,,,,,Longissimus capitis muscle.r,,,,,,,,,,,,,,,,,
Trochlear nerve (IV).l,,,,,,,,,,,,,,,,,Spinalis capitis muscle.r,,,,,,,,,,,,,,,,,
Lacrimal gland.r,,,,,,,,,,,,,,,,,Multifidus colli muscle.r,,,,,,,,,,,,,,,,,
Lacrimal gland.l,,,,,,,,,,,,,,,,,Interspinales colli muscles.r,,,,,,,,,,,,,,,,,
Ampulla of lacrimal canaliculus.r,,,,,,,,,,,,,,,,,Levator scapulae.r,,,,,,,,,,,,,,,,,
Lacrimal canaliculus.r,,,,,,,,,,,,,,,,,Spinalis colli muscle.r,,,,,,,,,,,,,,,,,
Ampulla of lacrimal canaliculus.l,,,,,,,,,,,,,,,,,Splenius capitis muscle.r,,,,,,,,,,,,,,,,,
Lacrimal canaliculus.l,,,,,,,,,,,,,,,,,Ascending part of trapezius muscle.r,,,,,,,,,,,,,,,,,
Lacrimal sac.r,,,,,,,,,,,,,,,,,Iliocostalis colli muscle.r,,,,,,,,,,,,,,,,,
Lacrimal sac.l,,,,,,,,,,,,,,,,,Longissimus colli muscle.r,,,,,,,,,,,,,,,,,
Nasolacrimal duct.r,,,,,,,,,,,,,,,,,Semispinalis colli muscle.r,,,,,,,,,,,,,,,,,
Nasolacrimal duct.l,,,,,,,,,,,,,,,,,Interspinales colli muscles.l,,,,,,,,,,,,,,,,,
Suspensory ligament of eyeball.r,,,,,,,,,,,,,,,,,Intra-articular ligament of head of rib.r,,,,,,,,,,,,,,,,,
Suspensory ligament of eyeball.l,,,,,,,,,,,,,,,,,Nuchal ligament,,,,,,,,,,,,,,,,,
Tympanic membrane.r,,,,,,,,,,,,,,,,,Iliocostalis lumborum muscle.r,,,,,,,,,,,,,,,,,
Tympanic membrane.l,,,,,,,,,,,,,,,,,Iliocostalis thoracis muscle.r,,,,,,,,,,,,,,,,,
Vestibule.r,,,,,,,,,,,,,,,,,Longissimus thoracis muscle.r,,,,,,,,,,,,,,,,,
Anterior semicircular canal.t,,,,,,,,,,,,,,,,,Spinalis thoracis muscle.r,,,,,,,,,,,,,,,,,
Anterior bony ampulla.t,,,,,,,,,,,,,,,,,Multifidus thoracis muscle.r,,,,,,,,,,,,,,,,,
Anterior bony ampulla.j,,,,,,,,,,,,,,,,,Multifidus lumborum muscle.r,,,,,,,,,,,,,,,,,
Posterior semicircular canal.t,,,,,,,,,,,,,,,,,Semispinalis thoracis muscle.r,,,,,,,,,,,,,,,,,
Posterior semicircular canal.j,,,,,,,,,,,,,,,,,Interspinales thoracis muscles.r,,,,,,,,,,,,,,,,,
Posterior bony ampulla.t,,,,,,,,,,,,,,,,,Interspinales lumborum muscles.r,,,,,,,,,,,,,,,,,
Posterior bony ampulla.j,,,,,,,,,,,,,,,,,Descending part of trapezius muscle.r,,,,,,,,,,,,,,,,,
Common bony limb.t,,,,,,,,,,,,,,,,,Transverse part of trapezius muscle.r,,,,,,,,,,,,,,,,,
Common bony limb.j,,,,,,,,,,,,,,,,,Dorsal parts of lateral intertransversarii lumborum muscles.r,,,,,,,,,,,,,,,,,
Lateral semicircular canal.t,,,,,,,,,,,,,,,,,Ventral parts of lateral intertransversarii lumborum muscles.r,,,,,,,,,,,,,,,,,
Lateral semicircular canal.j,,,,,,,,,,,,,,,,,Rhomboid major muscle.r,,,,,,,,,,,,,,,,,
Lateral bony ampulla.t,,,,,,,,,,,,,,,,,Rhomboid minor muscle.r,,,,,,,,,,,,,,,,,
Lateral bony ampulla.j,,,,,,,,,,,,,,,,,Latissimus dorsi muscle.r,,,,,,,,,,,,,,,,,
Simple bony limb.t,,,,,,,,,,,,,,,,,Serratus posterior inferior muscle.r,,,,,,,,,,,,,,,,,
Simple bony limb.j,,,,,,,,,,,,,,,,,Serratus posterior superior muscle.r,,,,,,,,,,,,,,,,,
Vestibule.l,,,,,,,,,,,,,,,,,Clavicular head of pectoralis major muscle.r,,,,,,,,,,,,,,,,,
Cochlea.r,,,,,,,,,,,,,,,,,Sternocostal head of pectoralis major muscle.r,,,,,,,,,,,,,,,,,
Cochlear cupula.t,,,,,,,,,,,,,,,,,(Abdominal part of pectoralis major muscle).r,,,,,,,,,,,,,,,,,
Cochlear cupula.j,,,,,,,,,,,,,,,,,Levatores longi costarum.r,,,,,,,,,,,,,,,,,
Base of cochlea.t,,,,,,,,,,,,,,,,,Levatores breves costarum.r,,,,,,,,,,,,,,,,,
Base of cochlea.j,,,,,,,,,,,,,,,,,Pectoralis minor muscle.r,,,,,,,,,,,,,,,,,
Spiral canal of cochlea.t,,,,,,,,,,,,,,,,,External intercostal muscles.r,,,,,,,,,,,,,,,,,
Spiral canal of cochlea.j,,,,,,,,,,,,,,,,,Internal intercostal muscles.r,,,,,,,,,,,,,,,,,
Cochlea.l,,,,,,,,,,,,,,,,,Serratus anterior muscle.r,,,,,,,,,,,,,,,,,
Anterior semicircular canal.j,,,,,,,,,,,,,,,,,Innermost intercostal muscles.r,,,,,,,,,,,,,,,,,
Inferior medulla oblongata.j,,,,,,,,,,,,,,,,,Subclavius muscle.r,,,,,,,,,,,,,,,,,
Superior medulla oblongata.j,,,,,,,,,,,,,,,,,Transversus thoracis muscle.r,,,,,,,,,,,,,,,,,
Auditory tube.r,,,,,,,,,,,,,,,,,Rectus abdominis muscle.r,,,,,,,,,,,,,,,,,
Auditory tube.l,,,,,,,,,,,,,,,,,Inguinal ligament.r,,,,,,,,,,,,,,,,,
Wing of central lobule.l,,,,,,,,,,,,,,,,,External abdominal oblique muscle.r,,,,,,,,,,,,,,,,,
Uvula of vermis,,,,,,,,,,,,,,,,,Internal abdominal oblique muscle.r,,,,,,,,,,,,,,,,,
Tuber of vermis,,,,,,,,,,,,,,,,,Transversus abdominis muscle.r,,,,,,,,,,,,,,,,,
Tonsil of cerebellum.l,,,,,,,,,,,,,,,,,Pyramidalis muscle.r,,,,,,,,,,,,,,,,,
Superior semilunar lobule.l,,,,,,,,,,,,,,,,,Quadratus lumborum muscle.r,,,,,,,,,,,,,,,,,
Superior cerebellar peduncle.l,,,,,,,,,,,,,,,,,Coccygeus muscle.r,,,,,,,,,,,,,,,,,
Pyramis of vermis,,,,,,,,,,,,,,,,,Iliococcygeus muscle.r,,,,,,,,,,,,,,,,,
Posterior quadrangular lobule.l,,,,,,,,,,,,,,,,,Pubo-analis muscle.r,,,,,,,,,,,,,,,,,
Peduncle of flocculus.l,,,,,,,,,,,,,,,,,Pubococcygeus muscle.r,,,,,,,,,,,,,,,,,
Nodule of vermis,,,,,,,,,,,,,,,,,External anal sphincter.r,,,,,,,,,,,,,,,,,
Lingula of cerebellum,,,,,,,,,,,,,,,,,Posterior layer of thoracolumbar fascia.r,,,,,,,,,,,,,,,,,
Inferior semilunar lobule.l,,,,,,,,,,,,,,,,,Middle layer of thoracolumbar fascia.r,,,,,,,,,,,,,,,,,
Gracile lobule.l,,,,,,,,,,,,,,,,,Anterior layer of thoracolumbar fascia.r,,,,,,,,,,,,,,,,,
Folium of vermis,,,,,,,,,,,,,,,,,Pectoral fascia.r,,,,,,,,,,,,,,,,,
